"4.722168591222E+008","3","3","3","819","829","4303","3880","4.300575E+003","4.223954E+003","4.131482E+003","4.331146E+003","2","2","3","-1","2","-1","2","2","2","0","-2","4","846","146","101","-2","0","-1","2","0","1","-1","0","0","-1","1238","992","4.840206E+003","332","16","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168592043E+008","1","0","3","157","886","4246","4264","4.244037E+003","3.840329E+003","4.378625E+003","4.032340E+003","-1","3","-2","-1","-1","-2","-2","-4","-2","0","0","2","241","-1","3","0","-2","1","4","-1","2","0","2","2","0","329","241","1.301555E+003","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168592043E+008","1","1","3","343","947","4185","4450","4.182722E+003","3.655250E+003","4.475073E+003","3.862896E+003","2","2","0","4","12","4","-3","3","6","2","2","90","705","1","5","0","-1","8","2","4","-3","-2","7","1","3","961","795","3.871433E+003","266","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168592454E+008","0","3","3","801","852","3913","4331","3.911514E+003","3.773918E+003","4.205366E+003","3.740856E+003","7","2","-1","0","1","1","3","0","3","-2","-2","-1","208","1","-1","3","-2","7","2","-2","2","4","2","1","2","271","208","1.072862E+003","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168654041E+008","3","2","5","748","791","4341","3809","4.338303E+003","4.295189E+003","4.104145E+003","4.405935E+003","0","-3","1","2","-1","-3","0","1","2","1","4","1","178","0","5","1","0","6","5","4","3","1","6","6","4","261","178","1.040282E+003","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168654452E+008","2","2","5","688","547","3608","3398","3.608680E+003","4.704942E+003","3.311323E+003","4.138202E+003","-4","-1","0","1","-1","-3","1","-1","1","-2","1","-1","611","3","2","3","-3","554","2","3","-2","3","936","82","3","1249","1165","4.705623E+003","323","64","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168655273E+008","0","2","5","727","762","3823","4405","3.821927E+003","3.700102E+003","4.200577E+003","3.623919E+003","0","0","0","3","2","3","0","2","2","0","-1","1","324","0","-3","2","-1","3","0","0","1","1","1","2","1","401","324","1.538417E+003","106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168655273E+008","0","3","5","955","924","3985","4177","3.982948E+003","3.927517E+003","4.139423E+003","3.895775E+003","-1","1","-2","0","1","-2","-2","-1","1","1","0","-2","115","-4","-1","-1","1","0","1","-1","-1","-1","5","0","0","169","115","6.687167E+002","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168685862E+008","2","0","6","83","671","3732","4003","3.730433E+003","4.101453E+003","3.841315E+003","3.824091E+003","0","2","-4","-3","1","-1","-1","1","-4","3","1","-1","1838","-2","-1","-1","0","8","-1","-2","-2","-2","4","-4","0","1984","1838","7.610080E+003","522","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168716861E+008","3","0","7","76","267","4865","3137","4.859393E+003","4.965561E+003","3.955272E+003","5.240794E+003","3","-1","0","2","1","0","0","-2","2","1","2","2","201","-4","1","0","3","-1","-2","-2","-1","-2","0","0","0","229","201","8.937561E+002","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168717272E+008","2","2","7","691","387","3448","3395","3.448654E+003","4.707954E+003","3.202272E+003","4.020328E+003","-2","-1","1","1","-1","1","1","0","-2","-3","-1","0","1573","0","0","-2","2","6","1","1","0","-1","4","-1","0","1670","1573","6.288417E+003","431","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168748272E+008","3","3","8","859","13","5119","3920","5.115042E+003","4.184843E+003","4.706552E+003","4.907516E+003","-3","1","-2","-1","-1","-3","399","95","-3","-2","-3","14","1332","-3","-1","0","2","1","2","-1","3","-2","2","0","-3","1858","1840","7.262076E+003","498","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168780092E+008","2","3","9","982","250","3311","3104","3.312698E+003","4.998286E+003","2.895901E+003","4.112636E+003","-3","-1","-2","-2","2","-4","-3","-3","-4","-3","-4","-3","276","2","-3","-3","-1","2","-1","-2","-2","0","-2","3","-3","299","276","1.143059E+003","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168811092E+008","3","0","10","53","394","4738","3114","4.732638E+003","4.988505E+003","3.853879E+003","5.160426E+003","0","2","2","3","0","2","8","1","1","-1","2","0","805","1","1","0","0","5","1","1","4","-3","2","3","-2","890","805","3.482974E+003","239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168811502E+008","2","1","10","292","441","3502","3794","3.501533E+003","4.309938E+003","3.533850E+003","3.791611E+003","0","-1","3","-1","0","-1","-3","2","0","-3","-2","1","1564","1","0","2","1","3","-1","2","1","3","0","0","0","1676","1564","6.342657E+003","435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168811502E+008","2","2","10","734","590","3651","3352","3.650867E+003","4.750833E+003","3.306283E+003","4.197693E+003","1","1","2","-2","-2","1","0","187","1","-2","-3","3","1369","1","-2","-1","1","8","1","-1","0","4","8","0","-1","1695","1556","6.385528E+003","438","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168811502E+008","2","1","10","278","898","3959","3808","3.957347E+003","4.295946E+003","3.849375E+003","4.120861E+003","2","4","-4","3","-2","1","3","1","1","-2","5","3","851","0","-2","-2","1","7","-1","-2","0","1","11","-1","3","1009","851","3.821537E+003","262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168842502E+008","3","1","11","362","208","4924","3423","4.918938E+003","4.680717E+003","4.207446E+003","5.092286E+003","1","-2","-2","-2","0","-1","-4","-2","2","0","100","118","127","0","-2","-1","-2","-1","2","1","-1","-1","-1","0","1","279","245","1.090957E+003","75","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168842502E+008","3","0","11","253","651","4481","3314","4.476744E+003","4.788968E+003","3.831015E+003","4.836253E+003","5","4","0","0","3","3","0","-2","1","3","-2","2","437","2","-1","0","0","7","-4","0","2","1","7","-1","0","520","437","2.034180E+003","140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168842912E+008","2","2","11","584","609","3670","3502","3.670248E+003","4.601200E+003","3.430620E+003","4.111424E+003","-2","-2","1","-2","-1","-1","0","1","0","1","-1","0","836","1","2","1","-3","797","1","2","2","-1","3","-2","1","1750","1633","6.591754E+003","452","64","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168843322E+008","1","2","11","646","625","4507","4753","4.503147E+003","3.352533E+003","4.915794E+003","3.894290E+003","-4","-2","-2","0","3","-2","2","2","-1","-4","-2","-5","928","0","-1","-4","-5","4","-2","-3","-1","-1","3","-1","-2","1056","928","4.216276E+003","289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168843733E+008","0","1","11","287","401","3462","4845","3.462892E+003","3.261178E+003","4.287293E+003","3.060345E+003","1","0","1","-1","2","0","-2","0","-1","2","1","0","1787","-1","-1","1","1","1","1","0","-4","2","4","0","6","1902","1787","7.548893E+003","518","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168873912E+008","3","2","12","572","291","4841","3633","4.836640E+003","4.470363E+003","4.308785E+003","4.889838E+003","2","-1","-2","1","-3","-1","1","-1","1","-3","-2","-2","1378","338","0","-1","0","5","2","1","-1","-2","1","7","-2","1862","1716","7.436905E+003","510","16","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168874733E+008","1","0","12","132","930","4202","4239","4.200219E+003","3.865669E+003","4.331969E+003","4.012258E+003","-3","0","-1","-2","-2","2","2","1","-1","3","859","793","898","3","1","77","7","13","3","-2","9","7","2","-1","-2","1949","1704","7.713352E+003","529","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168875143E+008","0","1","12","324","376","3437","4808","3.437863E+003","3.298090E+003","4.243296E+003","3.065921E+003","2","-1","-5","-3","-6","-4","0","1","-1","-2","-5","-6","494","-1","-2","-4","-2","0","-1","-1","0","-5","0","0","-2","550","494","2.181405E+003","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168875143E+008","0","0","12","130","519","3580","5002","3.580988E+003","3.104560E+003","4.482877E+003","3.042693E+003","-2","0","0","-1","-2","4","-1","-1","2","-2","1","1","442","2","-1","1","-1","4","2","1","2","0","4","3","-1","499","442","1.914736E+003","132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.722168905732E+008","2","3","13","848","902","3963","3238","3.962784E+003","4.864523E+003","3.431176E+003","4.504014E+003","-2","-1","3","-3","4","-3","-2","2","3","-3","-2","2","536","3","2","0","1","6","2","2","4","2","6","1","-2","656","536","2.524818E+003","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
