"4.513903310215E+008","3","0","3","59","176","4956","3120","4.932228E+003","4.994453E+003","5.285577E+003","3.801477E+003","-3","0","-1","22","1007","3","7","148","0","1233","1177","4.824304E+003","331","72","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.513903310215E+008","3","2","3","518","460","4672","3579","4.650369E+003","4.536179E+003","4.747777E+003","3.816671E+003","0","1","-2","0","177","1","1","6","0","237","177","9.416924E+002","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.513903343036E+008","2","1","4","281","537","3598","3805","3.579721E+003","4.310504E+003","4.017621E+003","4.631339E+003","-2","-1","2","-1","1268","2","-1","11","1","1421","1268","5.378106E+003","369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.513903343036E+008","2","0","4","252","906","3967","3834","3.947715E+003","4.281562E+003","4.176408E+003","4.298107E+003","-1","2","2","0","578","-1","2","2","0","712","578","2.735151E+003","188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.513903343447E+008","1","2","4","563","988","4144","4670","4.123338E+003","3.446923E+003","3.541155E+003","3.728969E+003","-3","-4","-2","1","1552","0","1","23","3","1808","1575","7.225249E+003","495","64","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.513903343857E+008","0","1","4","380","731","3792","4752","3.774323E+003","3.365914E+003","3.296605E+003","3.990827E+003","0","4","1","0","901","723","1","-1","4","1878","1624","7.454077E+003","511","16","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.513903375447E+008","2","3","5","881","225","3286","3205","3.269456E+003","4.908582E+003","4.380985E+003","5.198755E+003","27","30","0","25","53","3","12","12","0","150","135","5.713799E+002","40","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.513903375857E+008","1","1","5","283","255","4877","4390","4.855602E+003","3.726169E+003","4.149208E+003","3.234006E+003","0","0","0","-2","1372","2","-4","2","-1","1436","1372","5.771884E+003","396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.513903439857E+008","3","3","7","919","736","4396","3980","4.376496E+003","4.136196E+003","4.265566E+003","3.853758E+003","0","15","-3","0","245","0","-2","1","-3","325","260","1.268528E+003","87","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.513903440268E+008","2","0","7","245","949","4010","3841","3.990577E+003","4.274584E+003","4.192629E+003","4.257199E+003","3","6","1","2","619","6","2","9","1","777","619","2.983562E+003","205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
