"4.776238371459E+008","3","1","3","269","332","4800","3330","4.800649E+003","4.766735E+003","4.837451E+003","3.441373E+003","1","1","-1","0","269","3","0","-1","-2","309","269","1.209676E+003","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.776238371870E+008","2","2","3","540","795","3856","3546","3.860904E+003","4.551038E+003","4.547303E+003","4.360862E+003","-5","3","0","-4","463","2","-1","15","-1","617","478","2.320850E+003","159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.776238372280E+008","1","0","3","43","473","4659","4150","4.661887E+003","3.947737E+003","4.009980E+003","3.514204E+003","-2","0","0","4","1349","-3","-2","5","-1","1464","1349","5.785577E+003","397","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.776238372280E+008","1","1","3","505","550","4582","4612","4.583910E+003","3.486902E+003","3.544385E+003","3.555083E+003","1","2","0","0","1616","-1","-1","10","0","1803","1616","7.252091E+003","497","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.776238372691E+008","0","3","3","809","442","3503","4323","3.508567E+003","3.775661E+003","3.746236E+003","4.650072E+003","2","2","2","2","535","2","7","519","4","1113","1054","4.383255E+003","301","64","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.776238403868E+008","3","3","4","986","110","5022","4047","5.023805E+003","4.051891E+003","4.142675E+003","3.161452E+003","4","1","8","810","1067","9","6","3","0","1937","1877","7.570786E+003","519","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.776238404278E+008","2","1","4","412","624","3685","3674","3.690006E+003","4.422948E+003","4.405848E+003","4.520642E+003","2","-2","1","52","906","-1","1","9","-2","1107","958","4.188885E+003","287","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.776238405099E+008","0","3","4","837","638","3699","4295","3.703581E+003","3.804011E+003","3.789978E+003","4.457620E+003","1","2","2","-2","576","473","0","2","7","1197","1049","4.718325E+003","324","16","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.776238436278E+008","3","0","5","140","484","4648","3201","4.648311E+003","4.895829E+003","4.953718E+003","3.602933E+003","2","2","-3","24","651","8","112","632","6","1539","1419","6.028810E+003","413","104","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.776238436278E+008","3","3","5","977","573","4559","4038","4.561932E+003","4.060508E+003","4.114165E+003","3.622244E+003","0","-3","-2","-1","176","0","0","1","2","232","176","9.060970E+002","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.776238436689E+008","2","2","5","744","580","3641","3342","3.647254E+003","4.754275E+003","4.732575E+003","4.589466E+003","-1","-2","-1","113","1517","1","14","159","3","1947","1803","7.334065E+003","503","72","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.776238437509E+008","0","3","5","906","106","3167","4226","3.172734E+003","3.872434E+003","3.815614E+003","4.991956E+003","-1","-2","0","3","122","-1","-1","5","-1","129","122","5.071426E+002","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
