"4.718510604006E+008","3","2","3","688","190","4942","3749","4.937997E+003","4.357347E+003","4.617083E+003","3.388710E+003","0","3","-1","0","2","3","-2","-2","1","1","-1","-1","818","52","-1","-1","3","815","54","3","0","-1","-1","1","-3","1795","1739","7.171609E+003","492","208","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.718510604006E+008","3","1","3","358","346","4786","3419","4.782440E+003","4.686927E+003","4.874751E+003","3.646447E+003","-2","-1","3","0","-1","1","-3","63","1","0","0","-2","371","-1","0","-4","-2","0","-2","0","3","-2","1","-4","2","476","434","1.867032E+003","128","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.718510604006E+008","3","1","3","427","918","4214","3488","4.211114E+003","4.618079E+003","4.616972E+003","4.160941E+003","1","-6","0","1","-2","0","-2","-1","-1","1","-2","-3","820","7","0","0","-1","28","-3","2","2","3","6","3","-3","1030","848","4.053947E+003","278","64","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.718510635417E+008","3","1","4","258","945","4187","3319","4.184205E+003","4.786655E+003","4.766801E+003","4.243612E+003","-2","2","0","-3","-1","-1","-4","2","-1","1","0","3","1342","-1","1","-2","-2","23","-2","4","0","0","6","-2","-2","1572","1365","6.189229E+003","424","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.718510635826E+008","2","3","4","871","614","3675","3215","3.676269E+003","4.890190E+003","4.692687E+003","4.756667E+003","-5","-6","-2","-2","1","-4","-4","-1","1","-5","-5","-4","401","-2","2","-3","-8","10","-2","1","-4","-3","1","-1","3","467","401","1.793202E+003","123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.718510636647E+008","0","1","4","324","400","3461","4808","3.462520E+003","3.300778E+003","3.124488E+003","4.420998E+003","-2","0","-1","0","3","-4","-2","2","0","2","-1","-2","1609","2","0","-3","0","7","-4","2","-3","-2","0","1","-3","1719","1609","6.824238E+003","468","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.718510636647E+008","0","3","4","967","455","3516","4165","3.515834E+003","3.942190E+003","3.746212E+003","4.587467E+003","0","-2","-3","-5","-5","-2","-3","-2","-3","-3","-2","-3","169","-1","-3","-2","-2","-1","0","-1","-1","-2","5","2","-3","199","169","7.842095E+002","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.718510667236E+008","2","3","5","949","938","3999","3137","3.999669E+003","4.967956E+003","4.875360E+003","4.478974E+003","1","-3","1","-3","2","-3","-2","-4","1","-1","0","-4","1001","1","1","0","1","8","0","3","-2","-1","2","1","-2","1141","1001","4.389842E+003","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.718510667647E+008","1","3","5","812","88","5044","4919","5.039171E+003","3.189542E+003","3.552576E+003","2.899897E+003","1","-3","-4","-3","-1","-2","-4","1","-4","2","-3","-1","1549","-1","-1","0","1","0","-2","-2","2","1","0","-1","-2","1581","1549","6.237487E+003","428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.718510698236E+008","3","1","6","260","694","4438","3321","4.434583E+003","4.784666E+003","4.850017E+003","4.008098E+003","-1","-3","1","-3","0","1","1","1","0","0","2","-2","169","5","2","-2","1","6","0","2","3","-1","2","-2","3","238","169","9.344926E+002","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.718510698647E+008","2","2","6","520","113","3174","3566","3.175601E+003","4.540086E+003","4.194581E+003","5.110484E+003","1","0","-2","3","5","-2","-2","-1","0","-3","-2","0","916","0","-2","0","0","6","1","0","-1","2","7","1","-1","940","916","3.536303E+003","243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.718510699057E+008","1","1","6","267","136","4996","4374","4.993076E+003","3.732774E+003","4.048604E+003","3.127139E+003","0","0","0","-4","-1","-2","-3","89","58","1","-1","-3","316","193","1","0","-1","3","2","1","-1","-3","0","0","0","685","656","2.754942E+003","189","22","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
