"4.774502304074E+008","0","0","3","11","452","3513","5121","3.499734E+003","2.990949E+003","5.339242E+003","4.299090E+003","3","5","4","3","1","4","4","23","2","0","4","22","346","2","2","1","8","8","0","5","-2","6","2","4","3","442","391","1.693645E+003","117","10","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.774502304074E+008","0","0","3","156","952","4013","4976","3.998127E+003","3.135617E+003","4.920525E+003","4.605686E+003","1","4","6","0","2","-1","123","171","-1","3","1","257","393","0","6","2","3","2","0","5","2","-2","3","5","-1","1114","944","4.281272E+003","294","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.774502365663E+008","3","3","5","936","657","4475","3997","4.458130E+003","4.113191E+003","3.865011E+003","4.372594E+003","-1","0","0","-2","2","2","1","-1","3","4","3","0","376","0","5","-3","0","4","-1","-3","0","3","5","-2","-2","460","376","1.796729E+003","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.774502365663E+008","3","0","5","203","725","4407","3264","4.388804E+003","4.844650E+003","3.327793E+003","3.871362E+003","-1","0","3","-1","0","-1","1","396","1","1","-1","251","1014","2","-1","-1","4","-2","-2","0","-3","-2","0","4","3","1899","1661","7.440915E+003","510","10","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.774502366073E+008","2","1","5","481","183","3244","3605","3.230671E+003","4.503669E+003","4.304590E+003","3.161850E+003","2","1","0","2","0","5","-1","4","3","3","1533","505","764","4","-4","8","3","27","3","0","4","-2","1","3","1","1351","1296","5.115145E+003","351","72","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.774502366484E+008","1","0","5","99","685","4447","4206","4.430375E+003","3.903687E+003","4.047933E+003","4.478436E+003","0","-2","0","-1","1","-5","-5","-1","2","-6","-3","-2","111","1","-1","0","-3","2","0","1","1","3","3","5","-2","154","111","6.055328E+002","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.774502366894E+008","0","1","5","274","587","3648","4858","3.634171E+003","3.253740E+003","5.048686E+003","4.244160E+003","3","0","0","-2","-3","-2","0","0","1","-3","0","-4","940","0","-2","-6","-1","14","-3","-3","-3","-2","3","0","1","1051","954","4.172602E+003","286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.774502398304E+008","0","0","6","7","616","3677","5125","3.664191E+003","2.986935E+003","5.241577E+003","4.430188E+003","3","-1","2","3","1","-2","2","9","1","4","0","92","637","6","1","0","30","169","6","3","0","5","6","3","2","1013","928","3.887981E+003","267","104","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.774502428894E+008","2","3","7","838","523","3584","3248","3.569907E+003","4.859620E+003","3.815286E+003","3.212353E+003","2","11","18","5","3","-6","14","29","0","1","4","16","40","4","2","2","11","13","2","3","2","14","20","4","5","133","98","5.075931E+002","35","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.774502428894E+008","2","2","7","681","722","3783","3405","3.768518E+003","4.703467E+003","3.817818E+003","3.464987E+003","4","2","2","2","-2","6","1","5","1","0","0","3","540","2","1","-1","0","10","3","3","0","1","6","2","4","659","540","2.481796E+003","170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
