"4.649265466221E+008","3","1","3","272","911","4221","3333","4.219415E+003","4.771664E+003","4.476070E+003","3.506806E+003","0","-1","0","-4","1208","-1","0","11","1","1449","1208","5.704578E+003","391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.649265466631E+008","2","0","3","171","496","3557","3915","3.558075E+003","4.190900E+003","4.546064E+003","4.384150E+003","-1","0","-2","-1","438","-3","1","4","-2","505","438","1.937483E+003","133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.649265467041E+008","1","1","3","341","552","4580","4448","4.579112E+003","3.658439E+003","3.442565E+003","4.055031E+003","-2","443","2","-3","1149","0","1","6","0","1707","1592","6.865683E+003","471","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.649265467452E+008","0","3","3","887","35","3096","4245","3.098318E+003","3.861363E+003","4.646425E+003","4.940836E+003","0","3","-2","1","834","1","-3","1","-1","842","834","3.314981E+003","228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.649265499862E+008","0","2","4","699","447","3508","4433","3.509769E+003","3.673835E+003","4.220343E+003","4.788960E+003","1","3","0","-4","1789","4","1","3","1","1921","1789","7.366754E+003","505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.649265499862E+008","0","2","4","638","477","3538","4494","3.540228E+003","3.613374E+003","4.156375E+003","4.811127E+003","-2","0","1","2","832","228","0","758","27","1974","1845","7.567821E+003","519","208","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.649265531042E+008","3","0","5","152","769","4363","3213","4.360755E+003","4.891855E+003","4.457815E+003","3.322410E+003","-3","0","-2","44","56","-1","-2","0","-4","180","100","7.019092E+002","49","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.649265564273E+008","1","0","6","234","53","5079","4341","5.077140E+003","3.765522E+003","3.158987E+003","3.631832E+003","223","425","-1","416","786","-3","2","0","-1","1874","1850","7.398907E+003","507","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.649265564273E+008","1","1","6","296","882","4250","4403","4.249647E+003","3.703351E+003","3.709438E+003","4.252810E+003","2","-2","0","3","1635","8","8","9","7","1870","1635","7.527083E+003","516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4.649265564684E+008","0","1","6","407","470","3531","4725","3.533407E+003","3.382551E+003","3.999919E+003","4.981873E+003","-2","4","-2","0","428","-1","1","2","1","494","428","1.958279E+003","135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
